Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,11124.31835938,11124.31835938,11124.31835938,11124.31835938,11124.31835938
5.0,28448.055579967968,33731.40063757665,37556.09928642038,42117.01603143956,50984.79241427049
12.0,40219.74673888695,47787.36696605385,54132.185905362,60708.47683253407,72733.67762130902
