Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0,Rejeita H₀
ARCHLM,0.05,5.1099136292977845e-43,Rejeita H₀
Ljung Box,0.05,1.3304251004794972e-165,Rejeita H₀
