Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.23415820752276972,Não rejeita H₀
ARCHLM,0.01,0.00010901802294643965,Rejeita H₀
Ljung Box,0.01,5.545275407871067e-20,Rejeita H₀
