Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0,Rejeita H₀
ARCHLM,0.05,4.880573438690204e-38,Rejeita H₀
Ljung Box,0.05,8.026367159595482e-118,Rejeita H₀
