Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,1.0995793854391415e-5,Rejeita H₀
ARCHLM,0.01,3.4967203086778935e-6,Rejeita H₀
Ljung Box,0.01,3.6192530146281213e-22,Rejeita H₀
