Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,5.058213613689299,5.331006554853651,5.488170430080082,5.701874718376697,6.167844693934464
5.0,4.678757176321934,4.989786974488656,5.222581730234165,5.405846208773588,5.76245365365412
12.0,4.670372962570387,5.012299637929197,5.237871417048614,5.466245863117589,5.876041226926639
