Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,7.908440077394405e-6,Rejeita H₀
ARCHLM,0.01,4.265855415432296e-6,Rejeita H₀
Ljung Box,0.01,1.3691941513328499e-22,Rejeita H₀
