Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.007552757640700993,Rejeita H₀
ARCHLM,0.05,7.093240335632291e-7,Rejeita H₀
Ljung Box,0.05,1.0257735343130284e-54,Rejeita H₀
