Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.9278962447277945,Não rejeita H₀
H,0.05,0.030892686353056087,Rejeita H₀
ARCHLM,0.05,6.889720139778426e-17,Rejeita H₀
Ljung Box,0.05,1.4670927345932205e-93,Rejeita H₀
