Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.927896244727802,Não rejeita H₀
H,0.05,0.030892686353055754,Rejeita H₀
ARCHLM,0.05,6.889720139777975e-17,Rejeita H₀
Ljung Box,0.05,1.467092734593388e-93,Rejeita H₀
