Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,-69606.26830387519,-69605.76928383767,-69605.32622929428,-69604.84645149579,-69604.22477236227
5.0,-69606.20587637578,-69605.63325370438,-69605.24042349575,-69604.88281131204,-69604.1987996082
12.0,-69606.2802333453,-69605.70946899771,-69605.26972214456,-69604.84664716935,-69604.2721911716
