ar,dates,fit_in_sample,param_1,param_2,q_residuals,residuals,seasonality,std_residuals
1.277467615381856,2000-06-01,3.007166651179654,-1.28336,0.1704081410464055,Inf,0.0,0.26672311386571906,0.0
1.619091070578799,2000-07-01,3.332156455731313,3.332156455731313,0.1704081410464055,0.617645038189113,0.2549670894282361,0.13937337185798812,0.617645038189113
1.9282900504802396,2000-08-01,3.8580246846107276,3.8580246846107276,0.1704081410464055,-0.4170241448679442,-0.1721497395170899,0.1774989936084677,-0.41702414486794426
2.1356276203081572,2000-09-01,4.882580317910709,4.882580317910709,0.1704081410464055,0.18067570798256574,0.07458387349757345,0.739218169439433,0.1806757079825658
2.2252096007157287,2000-10-01,5.386276208225762,5.386276208225762,0.1704081410464055,-1.2515999714661885,-0.5166669885162891,1.6577379885980503,-1.2515999714661883
2.16947376447393,2000-11-01,5.530636554445488,5.530636554445488,0.1704081410464055,-0.12465208201637988,-0.05145702883984793,2.2080265137783175,-0.12465208201637992
2.0272426668519254,2000-12-01,5.60544274159138,5.60544274159138,0.1704081410464055,0.12685305064265484,0.052365600154869796,2.6895336432872834,0.12685305064265498
1.8419439419929566,2001-01-01,5.66347981246575,5.66347981246575,0.1704081410464055,0.056916781400755755,0.023495543874069824,3.1793924935258544,0.056916781400755664
1.6448196711936642,2001-02-01,5.610755004714528,5.610755004714528,0.1704081410464055,-0.7907728396936415,-0.32643514781034444,3.1501746580817622,-0.7907728396936415
1.4474179439594017,2001-03-01,5.5983604420525666,5.5983604420525666,0.1704081410464055,0.26021966965665483,0.1074200352663075,3.2815584411163687,0.2602196696566548
1.2818275661831733,2001-04-01,5.138588460365967,5.138588460365967,0.1704081410464055,-0.08642790675506552,-0.03567789016054057,2.016522983959147,-0.08642790675506558
1.146715093750364,2001-05-01,4.337669416475058,4.337669416475058,0.1704081410464055,0.5306269014213959,0.21904554924362962,0.9352746769857604,0.5306269014213958
1.0482147923235612,2001-06-01,2.9364032611747026,2.9364032611747026,0.1704081410464055,1.8131267585627857,0.748468171541695,0.2666923375054349,1.8131267585627862
0.9931159461600737,2001-07-01,2.1147376681743646,2.1147376681743646,0.1704081410464055,0.6030508298092093,0.24894252417949225,0.1393780779360465,0.6030508298092093
0.9615954314426131,2001-08-01,2.2921518988709333,2.2921518988709333,0.1704081410464055,-2.7730983512335614,-1.1447494460333916,0.17750748940531563,-2.7730983512335556
0.9203001998200995,2001-09-01,3.817351992098506,3.817351992098506,0.1704081410464055,0.5712701478073989,0.23582329308552374,0.7392431298630846,0.5712701478073987
0.9028555833359384,2001-10-01,4.7351742964855665,4.7351742964855665,0.1704081410464055,0.38662572035660914,0.15960111151615397,1.6576143599455275,0.38662572035660925
0.9035731393354673,2001-11-01,5.070671453393348,5.070671453393348,0.1704081410464055,0.04249455903583217,0.017541975348282612,2.208101069950635,0.04249455903583222
0.9162405393956289,2001-12-01,5.303133854614943,5.303133854614943,0.1704081410464055,-0.12955664998551633,-0.05348166004818733,2.6892233062669804,-0.1295566499855163
0.9367933710167506,2002-01-01,5.497069404057349,5.497069404057349,0.1704081410464055,-0.5455325715487349,-0.22519868752429595,3.1800189647457704,-0.5455325715487348
0.9591608700832203,2002-02-01,5.487352389399197,5.487352389399197,0.1704081410464055,-0.2668998118725066,-0.11017763277366566,3.1503254377757046,-0.2668998118725066
0.9842253917326339,2002-03-01,5.5331216543364405,5.5331216543364405,0.1704081410464055,-0.588503403997444,-0.24293727101859286,3.280865714498761,-0.588503403997444
1.0069852988763959,2002-04-01,5.012927705191103,5.012927705191103,0.1704081410464055,-0.6919204974882,-0.28562838596994844,2.016125724185622,-0.6919204974882
1.0252174885281695,2002-05-01,4.211290744911943,4.211290744911943,0.1704081410464055,0.18347191213729053,0.07573816113965925,0.9353062574489241,0.18347191213729053
1.0468842506022866,2002-06-01,2.9337629005759744,2.9337629005759744,0.1704081410464055,1.159636705761248,0.4787040733444119,0.2667268739848551,1.159636705761248
1.079981485870952,2002-07-01,2.345115656449826,2.345115656449826,0.1704081410464055,0.8743410538823042,0.3609325419817111,0.13940554115573145,0.8743410538823039
1.1181952256520358,2002-08-01,2.675103984950222,2.675103984950222,0.1704081410464055,-1.3654851836955948,-0.5636793974173351,0.17747252001215646,-1.3654851836955948
1.1344313621340234,2002-09-01,4.097000660365718,4.097000660365718,0.1704081410464055,0.9353440089073036,0.38611487961506796,0.73926809112955,0.9353440089073038
1.1553754423156655,2002-10-01,4.893963214937496,4.893963214937496,0.1704081410464055,-0.16019563547003335,-0.06612959287207154,1.6572878060155865,-0.1601956354700334
1.1669588938017812,2002-11-01,5.173205772907083,5.173205772907083,0.1704081410464055,-0.48582065371347194,-0.20054929676860844,2.2078151593634385,-0.4858206537134719
1.1662605213331345,2002-12-01,5.36035821104827,5.36035821104827,0.1704081410464055,0.3990649687266049,0.16473609804639722,2.6891325050808614,0.3990649687266047
