Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.6738064610371581,Não rejeita H₀
H,0.01,0.5436443132193345,Não rejeita H₀
ARCHLM,0.01,0.10248855419134383,Não rejeita H₀
Ljung Box,0.01,3.630864076058617e-9,Rejeita H₀
