dates,fit_in_sample,level,param_1,param_2,q_residuals,residuals,seasonality,slope,std_residuals
2002-01-01,10.03099554794811,24321.956516581504,10.180436236485457,0.0007718331406982207,-5.379069415330621,0.0,1.835291904972317,1.0274855317236942,0.0
2002-02-01,10.082648151701367,22636.614451769332,10.082648151701367,0.0007718331406982207,-0.7165515187489409,-0.019907151974862813,3.7237170661833985,1.0245925034229413,-0.7165515187489406
2002-03-01,10.094813000606132,22882.903896799697,10.094813000606132,0.0007718331406982207,1.3365546711481187,0.03713200832748598,3.8647270902538198,1.0221281332167562,1.3365546711481187
2002-04-01,10.096562011501362,23958.615599805617,10.096562011501362,0.0007718331406982207,2.178213591123908,0.06051487975061853,1.3491178099067993,1.0199734445424131,2.178213591123903
2002-05-01,10.110402204200478,25420.601112152268,10.110402204200478,0.0007718331406982207,0.2579670931309382,0.007166812145534607,0.44226862089881697,1.0180619132850208,0.25796709313093824
2002-06-01,10.115643016375937,25991.075791268006,10.115643016375937,0.0007718331406982207,-0.14572292078343413,-0.004048457444234543,0.28829511402603347,1.0162903802760903,-0.14572292078343407
2002-07-01,10.127541368774665,26332.816961585588,10.127541368774665,0.0007718331406982207,-1.1471779880378234,-0.031870767073327144,0.27873389100441187,1.0146872564619915,-1.147177988037823
2002-08-01,10.147606350477908,26152.9155272218,10.147606350477908,0.0007718331406982207,-0.5398284867040303,-0.014997453000923144,0.5463669726542307,1.01321841710162,-0.53982848670403
2002-09-01,10.17668629716259,26226.810047393516,10.17668629716259,0.0007718331406982207,-1.844265595401726,-0.05123717489814794,1.0516845756787665,1.0119153537845165,-1.8442655954017257
2002-10-01,10.167891191742237,25647.17438804298,10.167891191742237,0.0007718331406982207,1.4526395307030495,0.04035706455955612,1.4700020139800594,1.0107074016443922,1.4526395307030486
2002-11-01,10.191919500243293,26609.04494283813,10.191919500243293,0.0007718331406982207,-0.41071275524055606,-0.011410374582505156,1.0717307301355359,1.0097139564934097,-0.4107127552405559
2002-12-01,10.18582916002649,26654.98827223293,10.18582916002649,0.0007718331406982207,-1.2263383662678642,-0.03406999160719515,0.8806450705666091,1.008768468587066,-1.226338366267864
2003-01-01,10.200864716964302,26280.76118280959,10.200864716964302,0.0007718331406982207,-1.686779425181906,-0.04686191220945979,1.8283523695299646,1.007895447918081,-1.6867794251819057
2003-02-01,10.206360875645844,25671.656381796125,10.206360875645844,0.0007718331406982207,0.5707907045585122,0.01585764178034843,3.727847116533937,1.0070974926636953,0.5707907045585122
2003-03-01,10.22465807571736,26114.334899800764,10.22465807571736,0.0007718331406982207,-1.5809915934310026,-0.043922926820895825,3.870804574846287,1.0064429941509085,-1.5809915934310022
2003-04-01,10.159574355756895,25521.96772188635,10.159574355756895,0.0007718331406982207,0.5508538788497224,0.015303759178893372,1.3506141439151844,1.0057941810263,0.5508538788497221
2003-05-01,10.129933377734465,25919.28854979181,10.129933377734465,0.0007718331406982207,0.3883098578979601,0.01078797986222746,0.44118708743447765,1.0052701433111992,0.38830985789796
2003-06-01,10.125013361563184,26230.79538380335,10.125013361563184,0.0007718331406982207,0.5246901128012377,0.014576880436285578,0.28861486800185393,1.0047942054261212,0.5246901128012377
2003-07-01,10.13764392339764,26599.89063013011,10.13764392339764,0.0007718331406982207,0.04546583444150403,0.0012631265892384391,0.27767995309384336,1.0043698594065336,0.04546583444150404
2003-08-01,10.169748251676946,26727.119512099263,10.169748251676946,0.0007718331406982207,-0.888335122577816,-0.024679624321557014,0.5499124105790526,1.003974734590678,-0.8883351225778162
2003-09-01,10.182931392060269,26389.558421881757,10.182931392060269,0.0007718331406982207,-0.2804375628876462,-0.0077910841548582965,1.0533384044370606,1.0035932191175858,-0.28043756288764615
2003-10-01,10.194051636892949,26337.68284709179,10.194051636892949,0.0007718331406982207,0.11573744339668685,0.0032154043562737655,1.459848712356359,1.0032669225563091,0.11573744339668679
2003-11-01,10.186381521308503,26468.79748938372,10.186381521308503,0.0007718331406982207,0.3579613205177564,0.00994484028323761,1.0648209846874979,1.0029843855270424,0.3579613205177564
2003-12-01,10.187985455037204,26711.238747988842,10.187985455037204,0.0007718331406982207,0.10957848077984043,0.003044296764407761,0.8816218119295404,1.002736917998526,0.10957848077984043
2004-01-01,10.22145226863455,26827.102379595217,10.22145226863455,0.0007718331406982207,-1.6213303935967454,-0.04504361473289009,1.836141495174371,1.0025073316292754,-1.6213303935967454
2004-02-01,10.222767153934335,26096.712819675486,10.222767153934335,0.0007718331406982207,-0.9551975335688833,-0.026537188142409462,3.752037543859161,1.0022525519289243,-0.955197533568883
2004-03-01,10.208348489836059,25691.362527349596,10.208348489836059,0.0007718331406982207,0.5165396478720301,0.01435044515596573,3.845848423511605,1.0020418494221803,0.5165396478720299
2004-04-01,10.177242383256772,25977.496492330494,10.177242383256772,0.0007718331406982207,1.3769430829214007,0.038254074543461414,1.3521121375380571,1.0018932188415668,1.3769430829214013
2004-05-01,10.158910396247819,26680.210932264104,10.158910396247819,0.0007718331406982207,1.0795799839276152,0.02999276708894527,0.4383426318418415,1.0017834159065808,1.0795799839276146
2004-06-01,10.163563255414804,27250.045606473668,10.163563255414804,0.0007718331406982207,0.8757622439162288,0.024330326050980844,0.2873905301849605,1.0016763284466608,0.8757622439162286
2004-07-01,10.179711637988868,27725.49830214988,10.179711637988868,0.0007718331406982207,0.40048659050864377,0.011126272448727548,0.27737231381793875,1.0015742882058927,0.4004865905086436
