Serie,        d,   alpha, resultado,      comentario
carga,        0.0, 0.2,   
carga,        0.0, 0.5,   
carga,        0.0, 0.8,   

carga,        0.5, 0.2,   
carga,        0.5, 0.5,   
carga,        0.5, 0.8,   

carga,        1.0, 0.2,   
carga,        1.0, 0.5,   
carga,        1.0, 0.8,   

ena,          0.0,
ena,          0.5,
ena,          1.0,
carga marina, 0.0, 
carga marina, 0.5, 
carga marina, 1.0, 
