Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0013382838282211718,Rejeita H₀
ARCHLM,0.05,0.0002804028153655698,Rejeita H₀
Ljung Box,0.05,8.8262931526692e-47,Rejeita H₀
