Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.0036616034341418894,Rejeita H₀
ARCHLM,0.01,6.885649250058096e-7,Rejeita H₀
Ljung Box,0.01,2.2288893292358146e-11,Rejeita H₀
