Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.0,Rejeita H₀
ARCHLM,0.01,3.459585550345193e-19,Rejeita H₀
Ljung Box,0.01,1.0356552830590602e-39,Rejeita H₀
