Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0,Rejeita H₀
ARCHLM,0.05,3.459585550345193e-19,Rejeita H₀
Ljung Box,0.05,1.0356552830590602e-39,Rejeita H₀
