Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,1.8785220452659318e-6,Rejeita H₀
ARCHLM,0.05,1.9798905915782228e-8,Rejeita H₀
Ljung Box,0.05,3.277812087882985e-60,Rejeita H₀
