Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,0.009989295991391997,0.009994962659865271,0.009999847075311425,0.01000487620169492,0.01001149176929309
5.0,2.566795460818869e18,2.5703816954168684e18,2.573093002496858e18,2.5758633990221747e18,2.579788178425986e18
12.0,2.2630801003835822e18,2.2646409733341837e18,2.2658813105327288e18,2.267087491037232e18,2.2688011667443791e18
