Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.7125219110033134,Não rejeita H₀
ARCHLM,0.01,3.8872015161052444e-11,Rejeita H₀
Ljung Box,0.01,2.8535519875949345e-73,Rejeita H₀
