Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.5942529650641886,Não rejeita H₀
ARCHLM,0.01,0.002079463547017461,Rejeita H₀
Ljung Box,0.01,1.9034243572666773e-45,Rejeita H₀
