Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,2.9257207335611466e-16,Rejeita H₀
ARCHLM,0.05,0.0007275426305163948,Rejeita H₀
Ljung Box,0.05,8.664010023515111e-9,Rejeita H₀
