Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,9.316888834090326,9.316888834090326,9.374078618391778,9.496982084345374,9.686985487418992
5.0,9.316888834090326,9.41265470990376,9.541674693396537,9.700255899479277,9.942548961654394
12.0,9.316888834090326,9.50819506748566,9.696952217862506,9.87606516766587,10.131293494745353
