Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,2.400445755761534e-6,Rejeita H₀
H,0.01,0.104334568221357,Não rejeita H₀
ARCHLM,0.01,0.004926882413557755,Rejeita H₀
Ljung Box,0.01,0.0069329827270724655,Rejeita H₀
