Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,36400.88364215166,37207.94137553677,37912.83939128935,38647.62149337635,39628.18304481996
5.0,37733.04460298317,38758.63181141573,39426.884127756086,40153.86767505839,41239.077801943255
12.0,38974.953531002306,40144.48878345314,41019.85582683058,41857.018794236705,43119.356296755126
