Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,2.9788233402063988e-40,Rejeita H₀
H,0.05,0.16092533185910263,Não rejeita H₀
ARCHLM,0.05,0.1465142846307149,Não rejeita H₀
Ljung Box,0.05,0.005548974545825917,Rejeita H₀
