Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,1.33204770093178e-7,Rejeita H₀
H,0.05,0.5418486612124771,Não rejeita H₀
ARCHLM,0.05,0.00019416952276859523,Rejeita H₀
Ljung Box,0.05,0.04616772696495268,Rejeita H₀
