Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,10634.59255039409,12796.469632799433,14853.902627594081,17221.406737435555,20494.316904454863
5.0,12608.184283651119,15273.215710358327,17494.4635210476,19839.382304305815,24770.876723095764
12.0,15817.756915506636,19878.92372350493,23108.78216733631,26708.92342782113,32671.081081465843
