Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.005935915737602322,Rejeita H₀
ARCHLM,0.05,4.1643664011824546e-42,Rejeita H₀
Ljung Box,0.05,0.0,Rejeita H₀
