Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,3.19267876860403e-26,Rejeita H₀
ARCHLM,0.01,7.985907307039058e-7,Rejeita H₀
Ljung Box,0.01,1.771786312903763e-28,Rejeita H₀
