Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.005415338951775055,Rejeita H₀
ARCHLM,0.05,6.388548707370752e-9,Rejeita H₀
Ljung Box,0.05,1.752224651759912e-15,Rejeita H₀
